Index;Rocnik;Proza/Basen;Obsah
184;1;B;Čo to čaká na prváka? Čo ho láka ako vtáka výška? Na prváka čaká prvá knižka. Otvorí ju ako bránu maľovanú a v nej písmen ako zrna. Každá strana plná.
185;1;P;Z čítanky musíme prečítať to, čo je tam napísané. Menším žiakom sa povoľuje urobiť menšiu chybu. Môžu napríklad prečítať namiesto slova orol slovo osol. Ale ani menší, ani väčší žiaci nemôžu prečítať namiesto slova orol slovo somár.
186;1;B;Sláva nám! Sláva nám! Sme prváci dobrí žiaci, nie nejakí darebáci. Statoční sme, bystrí, smeli, usilovní ako včely. My sme slávni prváci. Učenie nás všetkých baví, lebo máme dobré hlavy. Nemáme strach z abecedy, zmýlime sa len niekedy. Dobrá vôľa kameň láme, nuž si spolu zaspievame.. Sláva nám! Sláva nám! My sme slávni prváci!
187;1;P;Do školy treba chodiť tak, že máme nohy položené dolným koncom na chodníku. Nikdy nedvíhame obe nohy naraz, lebo je to veľmi nepraktické. Pri chôdzi nohy striedame. Najprv ide jedna, potom druhá. Nikdy nekráčame dozadu, lebo by ste prišli nazad domov.
188;1;B;Ententiky, dva špendlíky, sadli sliepky na pántiky. Ententiky, ja, ty, on, kto sa nehrá, z kola von! Ja som zajac, ty si pajác. Ja som rúčka, ty si kľučka. Ja som vrabec, ty si strapec Ja som pieseň, y si tieseň. Ja som vĺčik, ty si tĺčik. Ja som agát, ty si špagát. Ja som líška, ty si myška. Ja som húska, ty si Zuzka. Ja som zvonec, ty si koniec. Ententiky, ja, ty, on, kto sa nehrá, z kola von!
189;1;B;Anička maličká, poď si ku mne hopkať, kúpim ti čižmičky. čo ti budú klopkať. Hijo, hijo na koníčku, do Ratkovej po pšeničku, hijo, hijo na koni, pojedli psy tvarohy, iba jeden ostal, Jankovi sa dostal. Cip, cip, cipovička, mak, mak, makovička, cipovička cipová, : makovička maková. Osievame múčku v slamenom klobúčku, čo neosievame, pekárovi dáme, a čo zvýši, to Mariši, čo zostane, to Zuzane.
190;1;B;Ide pavúk po stene, kým sa Janko zasmeje ide pavúk po papuči, kým sa Janko nerozpučí. Ide pavúk po stene, nosí zlaté prstene, Anička sa raduje, ten jej jeden daruje.
191;1;P;Na malom dvore sa hral chlapček s loptou. Lopta urobila hop! a preskočila plot. Spoza vysokého plota zo zeleného drôtu volala lopta na chlapca: - Pod si po mňa, pod! Chlapček rozmýšľal, na čom by sa najrýchlejšie dostal k lopte Na lietadle? Nie! Na motorke? Nie! Na aute? Nie! Na loďke? Nie! Na vlaku? Nie! - Idem po loptu sám, - povedal chlapček. Urobil hop! a preskočil plot.
192;1;P;Najlepšie, čo ľudia vymysleli, je balón. Vážne. Neveríš? Pozri sa, ako letí! Ako sa vznáša! Balón, to je zabalený Vzduch. Je maľovaný a ľahučký. S balónom sa dá čarovať: pukne - nepukne? S balónom sa dajú robiť rozličné pokusy. Uletí mi? Neuletí? Balón dlho nevydrží. Stále ho to ťahá hore, preč a preč. Balón je pekná chvíľočka, keď mi je dobre. Keď sa mi oči smejú. Vie, že sa už nemôžu dočkať, aby potešili moje srdiečko ? vyniesli ho kúsok hore, k slniečku a modrým oblakom.
193;1;B;Ferko každé ráno mešká. Topánky si stále mýli. Pravú, ľavú naopak, obúvanie nemá rád. Viem, ktorá je nôžka pravá. Na mamku sa idem hrať. Nech to vie aj drobec brat.
194;1;P;Vieš si obliecť pančušky? Olinka vie. Palec do špičky. pätu do pätičky. Vidíš ? Pančušky majú špičky, päty a kolienka Rýchlo si ich obleč, lebo ti utečú von samy a teba nechajú doma. ako ty. Majú nôžky ako ty. -Mačička, vieš zašnurovať topánku? Mača mysli, že vie. Chytilo šnúrku do labiek a ťahá ju. - To musíš šnurovať krížom, pekne sem a tam, ako keď kreslíš stromček. Vieš ty vôbec nakresliť stromček? Ja viem, ale zašnurovať si topánku ešte celkom neviem. Mama, ani mačička to nevie!
195;1;P;Rodina je, keď ocko jednou rukou drží Tomáša a druhou mamu. A keď' mamička drží jednou rukou mňa a druhou ocka. Rodina je aj to, keď' sme všetci v cukrárni a ocko hundre: - Cukráreň je pre deti. Pre chlapa je futbal. Rodina je aj vtedy, keď jedna stará mama povie druhej starej mame: Aké to len máme pekné a spôsobné vnúčatká. Rodina je tiež to, keď' ocko leží vo svojej posteli, aj mamička leží vo svojej posteli a ja s Tomášom ležíme medzi nimi, aby sa nám nič nestalo.
196;1;P;Večer prišla mama k mojej postieľke a povedala: - Buď dobrý, Ivanko, a počúvaj tetu. Ja idem do nemocnice po malé bábätko. V nedeľu sa vrátim. Kým nájdete s oteckom meno pre bábätko, nedeľa tu bude raz-dva! Ráno sme sa hneď prebudili. Ocko vyskočil z postele a šiel telefonovať: Haló, nemocnica! Ja som čakal v posteli, kedy pôjdeme hľadať to meno. - Najprv si nájdi sandálky a obuj sa, - povedal ocko. Tak som ho počúvol. Našiel som sandálky, ale vôbec mi nešli na nohu. Išli mi naopak. Veľmi som ustal, kým som našiel svetríček a zubnú kefku! Hľadanie je ťažké. - Tak a teraz už môžeš hľadať meno pre sestričku. Práve sa narodila v nemocnici, povedal ocko. - Ja som už hľadal dosť! Ja už nechcem hľadať nič! - povedal som ockovi. Ocko sa zasmial a urobil kotrmelec. Aj ja som urobil kotrmelec. A potom sme našli to meno. Ivanka sa bude volať. Ako ja. Lenže Ivanka bude mať mašľu. A ja budem Ivanku strážiť. Aby sa nestratila. Lebo potom by mama zasa šla do nemocnice. Dobré je, keď je mama doma.
197;1;P;Najkrajšie oči sú čierne, - hovorila Evka. To nie! - vykríkla Katka. Najkrajšie oči sú belasé, lebo sú ako nebo. - Najkrajšie oči sú také, ako má naša mamička, - ozvala sa Milka. - Akúže majú farbu, keď sú najkrajšie? - spýtali sa ostatné dievčatá. - Či sú sivé, či čierne, alebo belasé? Milka sa zamyslela na chvíľu a potom odpovedala: - To ja neviem, akú majú farbu, len to viem, že sú zo všetkých očí najkrajšie.
198;1;B;Maľujem, maľujem krásny kvet. Taký kvet nevidel ešte svet. Maľujem, maľujem ako viem, mamičke tento kvet zanesiem. Tak ako tmavú noc rozjasní hviezdička, rozjasní u nás deň úsmevom mamička. Do ruky ti kvietok vkladám, moja milá mamička. Skloň sa ku mne, dám ti ešte horúci bozk na líčka. Čo všetko deťom k šťastiu treba? Slnko a modrý kúsok neba, piesok a v izbe s hračkami dva veľké bozky od mamy. Čo všetko deťom k šťastiu stačí? Hrozienko sladké na koláči a denne jedna hodinka V náručí svojho ocinka. Čo sa dnes deťom najviac ráta? Mať otca ako kamaráta, maminu dlaň a popritom mať vždycky lásky plný dom. Ľúbim kvety, ľúbim vtáčky, každú hračku maličkú, lež najväčšmi zo všetkého ľúbim svoju mamičku.
199;1;P;"Hraškovcov porátame na prstoch jednej ruky: otec, mama, dedko, babka a malý Miško. Žijú spolu v jednom dome, sedávajú pri jednom stole a zohrievajú sa pri jednom kozube. Ako inak, keď' sú jedna rodina? „Naša hviezdička, naša iskrička,"" hovoria dedko, babka, otec a mama Miškovi. „Čo budeme dnes robiť, svetielko naše?"" „Futbal hrať,"" navrhne Miško. „Hurá, futbal!"" tešia sa otec a dedko. „UŽ bežíme po loptu."" „Nijakú loptu!"" s kríknu mama a babka. „Stačí loptička. Aby chlapcovi neublížila. Nevidíte, aký je maličký?"" „Máte pravdu, ženy,"" povedia dedko a otec. „Pre Miška stačí pingpongová loptička. My veľkí budeme kopať prstami."" Futbal hrávajú každý deň. Vyhrávajú, prehrávajú a niekedy je nerozhodne. Tak to v živote chodí. „Si akási smutná, babka,"" prihovoril sa jej dedko. „Veru smutná,"" prikývla babka. „Mám ťažkú hlavu,"" povedala babka. „Prečo ju máš ťažkú?"" spýtala sa mama. „Lebo ju mám plnú starosti,"" povedala babka. „Už nie som obyčajná babka, ale prvákova babka. A ty, dedko, už nie si obyčajný dedko, ale prvákov dedko. A vy, rodičia, už nie ste obyčajní rodičia, ale prvákovi rodičia."" , „To nie je nešťastie, babka,"" povedal dedko. „Ostatné prvácke babky si od samej radosti spievajú.“ „Naozaj? spýtala sa babka. „Ak klamem, nech je zo mňa medveď!"" povedal dedko. Babka chvíľu čakala, či.sa dedko nepremení na medveďa. Keď sa nepremenil, spievala si aj ona."
200;1;P;Rastú dievčatá, rastú a zrazu si začnú želať, aby rástli rýchlejšie. Preto si obujú mamine topánky s vysokými podpätkami. A podpätky na maminých topánkach sú veľkí čarodejnici. Keď sa na ne dievčatá postavia, ihneď vyrastú aj o desať centimetrov, a to namojveru nie je málo. Keď si želajú rýchlejšie rásť chlapci, oblečú si otcove dlhé nohavice. Otcove dlhé nohavice sa však na krátkych nohách pozhŕňajú ako harmonika a chlapci vyzerajú veľmi smiešne. Chlapci nepoznajú tajomstvo maminých topánok. Nepoznajú ani tajomstvá zrkadla. A zrkadlo neklame, zrkadlo má rado pravdu a vždy hovorí len to, čo vidí. Preto dievčatá, keď sú doma samy, stoja pred zrkadlom v mamičkiných topánkach na vysokých podpätkoch a rastú.
201;1;B;Na stoličke by som nesedel, ale kľačal. Pred každým obedom by som zjedol čokoládu. Po ulici by som chodil pospiatky. Nevysmrkal by som sa do vreckovky, ale iba poťahoval nosom.
202;1;P;Mami, vieš, že ja som vypadol otcovi z oka?  No, hovoria to všetci známi. Mirko sa zamyslel nad tým, ako vlastne mohol vypadnúť otcovi z oka. Húta - veď oko je vlastne maličké, možno ho aj viečkom zakryť, ako môže z neho niečo vypadnúť? A ešte k tomu taký veľký chlapec, ako je on sám, veď bude onedlho školák. - Mami, a čo všetko môže z oka vypadnú? Ale Mirko, nikto nikomu z oka nevypadol. To sa iba tak hovorí o deťoch, čo sa veľmi podobajú na svojich rodičov, akoby to boli oni sami, ibaže mladší a menší. Mirko sa zasmial. Teraz už vie, že oči sú na to, aby sme videli rozprávky v televízii, aby sme si mohli prezerať obrázkové knižky, aby sme videli kvety i stromy v lese, ale nie na to, aby z nich deti padali. Večer sa na tom smiala celá rodina a keď ich takto našla stará mama, mohla si na nich oči vyočiť. Aááá, už sme zasa pri tom, že sa niečo ináč hovorí a ináč mysli.
203;1;P;Poznám viac domov. Ale len o jednom dome hovorievam, že som v ňom doma. To je ten dom, kde bývam s oteckom a mamičkou. Sú to moji rodičia. Starajú sa o mňa. Majú ma radi. I ja ich mám rád. Je nám spolu dobre. dom, Doma bývajú so mnou bratia i sestry. Spolu sa hráme a pomáhame si navzájom Všade dobre, doma najlepšie. Každý človek má ešte i druhý domov. To je naša vlasť, naša domovina - Slovensko.
204;1;B;Ja som šuhaj na svet súci. V bielom domci na Kysuci, tam kolíska moja stála, tam ma mamka vychovala. Ľúbim rodnej reči zvuky, rodnú obec. polia, lúky i potôčik vrtký, šumný, čo nám žblnká na záhum. Ľúbim zvuky rodných piesní jak v radosti, tak aj v tiesni. Aký spev! - Nikde vo svete nad slovenský nenájdete.
205;1;P;Bežal hrdzavý zajačik po medzi a zbadal krásnu púpavu. - Ako sa voláš kvietoček? - spytuje sa zajačik. - Púpava. - Akú máš krásnu kučeravú hlávku, púpava! Celá je z bielučkého páperia! Môžem ti ju pobozkať? - Ach, nie, nedotýkaj sa ma, zajačik, - za prosíkala púpava. Ale zajačik neposlúchol, pobozkal púpave bielu kučeravú hlávku a tá sa rozletela na všetky strany. Vietor odvial do poľa jej jemnučké vlásky.
206;1;B;Kdeže sa tu na lúčine vzala zrazu toľká krása? Púpavočka zlatým kvetom na slniečko usmieva sa. Teplejšie už slnko svieti, na lúke sú prvé kvety. Ja som prvá snežienka, mám studené kolienka. Sniežik ešte tu i tam, a ja sa u na Svet pýtam.
207;1;B;Zvoní modrý zvonček. Som voňavý domček. Pod, chrobáčik-modráčik, nie, nebudeš banovať... Pri slniečku budeš bývať, pri mesiačku stanovať.
208;1;P;Bol slnečný deň. Katka si vzala knižku a vybehla na lúku. A tam - pre krásu tisícich kvetov - na chvíľu pozabudla na učenie a len tak, od samej radosti rozbehla sa medzi kvety. Po chvíli zastala a zohla sa, že si niekoľko kvietkov odtrhne. Ktoré dievčatko by ich kráse odolalo? Vtom sa kvietky ozvali: Máš nás rado, dievčatko? Oj, a ako veľmi. - Netrhaj nás teda. My nerastieme a nekvitneme len pre teba. Chceme ešte žiť a tešiť sa z jasného slnka tak, ako sa ty tešíš z nás. Ako sme potešili teba, chceme tešiť všetkých ľudí, ktorí tadeto pôjdu. A máš rado med? - Pravdaže mám. - No vidíš. Z čoho by včielky robili med, keby nás nebolo? Sme tu teda nielen pre radosť, ale aj pre úžitok. Vtedy si Katka všimla aj včielky. Koľko ich len bolo na lúke! A ako usilovne z kvetu na kvet preletovali. Katka kvietky nežne pohladkala. Sadla si do trávy a roztvorila knihu.
209;1;P;"Boli raz dve husacie vajcia a v nich dve ešte nevyliahnuté húsatká. „Mne sa veru nechce vyliahnuť, mne je takto celkom dobre,"" vraví prvé húsatko. „Máš pravdu, načo by sme chodili, keď sa môžeme po hodine gúľať,“ vraví druhé húsatko. A tak sa teda gúľali, raz z briežka do doliny, raz z doliny do briežka. „Pozor, hrboľ!"" zacítilo prvé nevyliahnuté húsatko. „Uhni, 1ebo mi nefungujú brzdy!“ kričí druhé nevyliahnuté húsatko. Ale neskoro. Puk! Vajcia do seba narazili. Všetky hviezdy vidím!"" hovorí prvé vyliahnuté húsatko. „To nie sú hviezdy ale škrupiny,"" hovorí druhé vyliahnuté húsatko. A potom sa nevedeli vynadívať na všetku tú krásu okolo. „Aký je svet krásny, a nám, hlúpym, sa nechcelo vyliahnuť,"" priznali si obe húsatká a o chvíľu sa už popásali na zelenej trávičke."
210;1;B;Zniesla sliepka vajíčko. Jedno? To je máličko. Zniesla druhé vajíčko. Aj to bolo máličko. Keď ich bolo dvanásť- pane, tak si sliepka sadla na ne. A sedela, sedela. Až raz prišla nedeľa, škrupiny sa popukali, kuriatka z nich vykúkali. A keď prišiel pondelok, už si kvočka na dvor vedie dvanásť žltých kuriatok.
211;1;B;Naša mačka strakatá mala štyri mačatá, jedno čierne, druhé biele. a to štvrté strakaté, tretie žlté, preveselé, po mamičke okaté.
212;1;P;"Keď včely v úli pocítili teplo, vyleteli do záhrady a oslovili jablonku: „Jablonka milá, či nemáš niečo pre lačné Jabloň odpovedala: včielky? Dosť sme sa v zime nahladovali!"" „Zavčasu ste prileteli, včielky! Moje kvety sú ešte zabalené v púčikoch. Ohláste sa u čerešne!"" Zaleteli včeličky k čerešni. „.Čerešnička milá, či nemá niečo pre lačné včeličky?"" Čerešňa odpovedala: „Ešte ani jeden môj kvietok nevykvitol. Príďte zajtra!"" Zaleteli včely k tulipánu. Mal krásny, „Poďme domov, nič nenájdeme!"" veľký kvet, ale nebolo v ňom nič pre včely. hovorili smutne včeličky. Vtom zbadali v tráve učupený kvietok. Bola to fialka. Mala pre včely sladkú šťavu. Najedli sa včely a veselé sa vrátili domov."
213;1;P;Na jar je nám s ockom v záhrade veselo. Z malej drevenej búdky vyberieme náradie a ocko už vie, čo treba robiť: najskôr pohrabať a spáliť suché lístie, potom zem pokopať, upraviť hriadky. K práci potrebujeme: ruky, hrable, rýľ, motyku aj kanvu na polievanie a veľa semienok. Rozličné semienka zasadíme do hriadok a už sa tešíme na mladú mrkvičku, reďkovky a inú zeleninu. O nejaký čas začne zo zeme vystrkovať prvé lístočky.
214;1;B;Niečo je guľaté, niečo hladké, niečo je štipľavé, niečo sladké. Hrášok je guľatý, fazuľa hladká, cesnak štipľavý, mrkvička sladká.
215;1;P;Medzi kvetmi poletoval motýľ. Krásny, že mu páru nebolo, všetky farby na ňom len tak hrali. Popri samých koreňoch kvetov plazila sa škaredá húsenica. Motýľ ju zbadal a spytuje sa pohrdlivo: - Ty si húsenica? - Áno, - odpovedala mu. Motýľ sa na ňu osopil. - Ach, že sa čosi také hnusné ako ty opováži liezť mi do cesty! Fuj, škaredý, smiešny tvor! Len pozri, aký som ja krásny. Veru máme my spoločnú matku. Ja si voľne lietam popod nebo a ty sa len plazíš po zemi! Húsenica ho nechala vystatovať sa, no po chvíli sa ozvala: - Len nebuď taký pyšný, motýľ. Hoci si zlatý, nádherný, nemáš právo takto sa ku mne správať! Akoby sme neboli príbuzní! Pochádzame z toho istého rodu. Veď' z húsenice sa rodí motýľ a motýľ rodí húsenicu. A rozprávka ide dokola a dokola, až sa skonči a padne do mora.
216;1;B;"Prišla včielka v prvom letku k sedmokráske na posiedku: „Už si hore, kvietok biely? Dávno sme sa nevideli! Sedmokráska rad po rade rozkladá si lístky mladé, ba i golier porozpína, nech ju slnko vyobjíma. Sladká moja, včielka šepce. už sa mi viac driemať nechce. Od rána mi hora hučí, že už vŕba lístky puči."" Počula to chrobač malá, z postieľok hneď' povstávala: Hore, kvietky krásne, hore, už je vesna v našom dvore!"" Za čas krátky - lúky, stráne, kvietím boli zasypané... Zajac virgá cez úvrate: „Jar. Jar je tu, deti zlaté!"""
217;1;P;Keď prišla jar, znovu sa vrátili lastovičky. Našli si svoje hniezda, no našli v nich podnájomníkov a ti sa nechceli dať vyhnať. Mali ste počuť tú zvadu! Lenže vrabce nie a nie von, silou-mocou si chceli hniezda privlastniť. Bezočivo tvrdili, že si ich ony postavili. Bolo zle-nedobre, veru aj bitka sa strhla. Lastovičky sa nechceli s vrabcami klbčiť a naťahovať. Radšej ustúpili a pohrozili im, že dajú Všetko pred vtáčí súd. A toho sa vrabce zľakli. Niektoré sa spočiatku ešte trochu pechorili, no napokon sa vysťahovali a hniezda uvoľnili. Len Šebo si postavil hlavu. Zaumienil si, že z hniezda nepôjde. - Teraz by som mal odísť, keď' som sa tu zabýval? - vravel. - Ani sa odtiaľto nehnem. Nik ma odtiaľto nedostane. - Ale veď je to naše hniezdo, my sme si ho postavili, - vraveli lastovičky. - Veď vrabec také hniezdo ani postaviť nevie. - Nasťahoval som sa sem, a teraz si mám všetko prenášať inam? - Veď nič nemáš, nič nemusíš prenášať. - Kde ste boli v zime, há? - Veď vieš, kde sme boli. - Pravdaže viem. Na juhu ste boli. V teplých krajoch. Na slniečku. Čoby nie! Lenže ja som bol tu, ja som si tu zimu vytrpel. Lastovičky sa vážne nazlostili. Začali znášať blato a vchod do hniezda zamurovávať. Ba čoskoro ho i zamurovali. Iba vtedy začal Šebo bedákať a horekovať: - Beda, beda! Prosím vás, rýchlo ma pusťte von, lebo sa tu zadusím.
218;1;P;"Kedysi nebol čas taký dlhý, ako je dnes. Po celý rok bol rovnaký. Až sa mu to raz zunovalo a požaloval sa slnku: „Ach, slniečko, veď ja len idem a idem a stále som rovnaký. „A čo by si chce1?"" začudovalo sa slnko. „Musíš ísť, keď' si už raz čas!* „To musím,"" uznal čas, „len keby sa občas niečo zmenilo, aspoň niečo..."" Slnko sa zamyslelo: „Hm, vieš, nejaká zmena by sa isto páčila aj zemi. A veruže aj mne, veď' aj ja svietim stále rovnako."" Slnko a čas začali vymýšľať zmeny. A vymysleli ich aj pre potešenie, aj pre úžitok. Jednu zmenu a k nej druhú a ešte tretiu a štvrtú. štyri zmeny V roku. A potom ich začali skúšať. Nedarilo sa im to na celom svete rovnako. Ale napríklad u nás išlo všetko ako po masle. Veľmi sa im to zapáčilo a pri tom ostali dodnes. Veď každý sa teší na jar, keď vyrastie zelená trávička a prvé kvety, na leto plné žitka a vtáčieho spevu, na krásne výlety a kúpanie. Tešíme sa na jeseň, ktorá prichádza s farbičkami, sladkými hruškami as vetrom, ktorý vynesie šarkana vysoko-prevysoko. A deti sa radujú aj zime, keď' všetko pokryje sneh a hora sa zmení na rozprávkovú. Vtedy sa sánkujú, lyžujú a stavajú snehuliakov. Nuž potom po zime prichádza jar."
219;1;P;V jednom meste, kde jazdilo priveľa áut, električiek, autobusov a trolejbusov, báli sa rodičia púšťať deti na ulicu. S najmenšími deťmi chodili do školy rodičia, ale o staršie deti sa rodičia strachovali. Dlho sa trápili, až raz jeden otecko, šikovný inžinier, vymyslel Varovčika – malý pristroj na batérie. Varovčik bol menší než zápalková škatuľka, ale veľmi múdry. Keď sa priblížilo auto na desať metrov, spustil: Pi, pi, pi..., čo preložené do našej reči znamenalo: STOJ! Každé dieťa v meste dostalo svojho Varovčika a vodiči sa čudovali, keď' im deti odrazu prestali vbiehať do jazdnej dráhy. Tam, kde nestál na ulici semafor, tam pomáhal Varovčik. Rodičia sa uspokojili, ale nie celkom. Vedeli, že dieťa si môže napríklad Varovčika zabudnúť doma. Ale objaviteľ ich upokojoval: - Uvidíte, že Varovčik deti vychová. Onedlho ich vycvičí tak, že aj bez neho sa vždy dobre pozrú najskôr vľavo a potom vpravo, kým vykročia na cestu. Odvtedy ste mohli v meste vidieť, ako deti v behu pribrzdili, alebo potiahli za rukáv dospelého, ktorý práve chcel vkročiť na cestu. To preto, lebo sa im vo vrecku zapínal Varovčík.
220;1;P;"Dorka s Darkou sedeli v autobuse. Viezli sa, ako každé ráno, s mamičkou do školy. Pozerali sa cez oblok a rozprávali sa, aké to bude, keď pôjdu na prázdniny. Na zastávke autobus zastavil a nastúpila doň starenka. Sivovlasá, drobučká. Dorka s Darkou vyskočili na nohy a naraz zvolali: „Prosím, sadnite si sem!"" Starenka sa posadila, usmiala sa tenučkými perami. „Urobili ste dobrý skutok, Dorka a Darka. Nech Potom trikrát zaklopala paličkou o dlážku a povedala: máte celý deň šťastný!"" A naozaj! Keď dievčence utekali k autobusu, pršalo. Len čo vystúpili, bolo po daždi a slniečko prijemne hrialo. V škole Darka namaľovala najkrajší strom s havranmi na konároch. Dorka zarecitovala dlhočiznú báseň a vždy neposlušné písmenko r ju tentoraz vzorne poslúchalo."
221;1;P;Hore v hore rastú huby. Jedny sú jedlé a tie druhé jedovaté. Odmalička sú spolu, a preto sa veľmi dobre poznajú. Nikdy sa nepohádajú, 1lebo huby sa nevedia hádať. Rozprávajú sa tak potichu, že aj keď' niektorá z nich zakričí, nepočujem z toho nič. Márne jedovatá huba kričí: - Pozor, som jedovatá! Nadarmo jedlé huby volajú: - Tu sme, tu sme! Z nás bude dobrá polievka! Kto nepozná huby, ten to má veru ťažké. Takému by sa zišlo, aby mu jedlé huby samy poskákali do košíka. A keby sa jedovaté huby nebáli, že im z takej výšky popadajú klobúčiky, celkom iste by z košíka povyskakovali. Keď' som začal chodiť do hory, vždy som si rád bral so sebou knižku, v ktorej sú nakreslené huby. Čo obrázok - to huba. Keď som nevedel, ako sa niektorá volá, pozrel som sa do knižky. A hneď som zbadal, ako vyzerá muchotrávka. A nielen to. Knižka mi poradila: Pozor, tá je jedovatá! Ochorel by si. Ešte to by mi tak chýbalo! Išiel som o kúsok ďalej a opäť mi knižka pomohla. Túto hubu si vezmi. To je rýdzik, - poradila mi. Neskôr sa mi stala takouto knižkou hora. Čo huba - to obrázok. Zdalo sa mi, že všetky jedlé huby sa mi prihovárajú. A ony iste zase volali: - Tu. sme! Tu sme! Z nás bude dobrá polievka! A zase mali pravdu.
222;1;B;V lese popod bučky červené klobúčky. A sukničky v páse. To tam v plnej kráse muchotrávky stoja. Slimáka sa boja. Slimák iba mrkne na ne a pomaly, nebadane tiahne k hnedým hríbikom, ktoré čupia pod kríkom. Neďaleko dubáka stretol slimák chrobáka Počkaj chrobák dubák predám. - Na dubák ti chuti nemám. Ja mám čosi iné rád. Dovidenia, kamarát!
223;1;P;- Ej, ale mi udrela do nosa! - maškrtne, hlboko vdýchol strýko Emil, keď vošiel do dverí. - Kto ta udrel do nosa? - beží Martinka strýkovi oproti. - Nie udrela ma, ale udrela mi,  povedal strýko, a bola to vôňa hríbikov, ktoré tvoja mamička vari a z ktorých ja isto tiež dostanem porciu. Aj tak bolo. Čoskoro všetci zasadli k voňavej večeri. - Ja som si doteraz myslela, že jedlo poznám, keď ho mám na jazyku, ale teraz viem, že ho spoznám aj nosom. Včera aj mne udrela vôňa do nosa, bola to pažítka na chlebíku s maslom. lebo nám nosy z tváre trčia, - žartuje ujo Emil. - To asi preto nám dvom udrie vôňa do nosa, - Každému trčí nos z tváre, - Martinka si obzerá jedného po druhom okolo stola. - Ale nie psíkovi, ani mačke, ani teliatku, ani rybe, to iba nám ľudom. Martinka. Už vie, že nos je čuchový ústroj. - Asi máme aj najlepší čuch! - zvolala Veru nie, nemáme najlepší čuch, zďaleka nie, iba taký priemerný, - povedala mama. -Rozoznala by si čuchom miesto, kadiaľ si ráno na ulici prešla? Martinka určite nie, ale mnoho živočíchov vie rozpoznať pach iných tvorov, alebo aj vlastný, hoci po dlhšom čase. Preto, keď sa hľadá zatúlané dieťa alebo človek zavalený snehovou lavínou, sú výbornými pomocníkmi psy.
224;1;P;"Miško s otcom si v záhrade obzerali jabloň. „Koľko rokov má naša jabloň?"" spytoval sa Miško. „Práve o desať rokov menej, ako mám ja, odpovedal otec. „Keď som mal osem rokov, spýtal sa ma môj otec: Čo chceš na narodeniny?"" Vypýtal som si stromček jablone. Zasadili sme ho spolu. Teraz je tu veľký a užitočný strom. Urobil mi veľa radosti. Videl som, ako rastie, ako začína prinášať ovocie. Je mojím najmilším stromom. Miško veľa rozmýšľal. Poobzeral sa, kde by bolo súce miesto a vyprosil si od otecka stromček hrušky."
225;1;B;Zasadil som stromček zjari, dobre sa mu v zemi darí, zem ho kŕmi, napája, slnko rosou pridája.
226;1;P;"Umierajúci otec zavolal k sebe dvoch nevydarených synov a vraví im: „Synovia moji, nemám toho veľa, čo vám tu zanechám. Ak však po mojej smrti starostlivo prekopete vinicu, o ktorú ste dosial' nedbali, objavíte poklad nesmiernej ceny."" Len čo otec navždy zavrel oči, schytili bratia motyky a poďho do vinice hľadať zakopané zlato. Zem vo vinici nie je však kyprá. Tvrdá je sťa kameň. A tak ubehol deň, prešli dva a bratia prekopali len neveľký kúsok zeme. Po niekoľkých dňoch si už necítili ani ruky, ani chrbty. V hľadaní pokladu však neprestávajú. Len čo slnko vystúpi na oblohu, už sú opäť vo vinici, a hoci po zlate niet ani stopy, prekopávajú ju až do neskorého večera. Lenže márne to robia ten deň i nasledujúce. Pokladu nikde. „Nepravdu vravel náš otec,“ hnevali sa, keď prekopali celú vinicu a zlato nenašli. Lež potom na jeseň nemohli sa tomu bohatstvu vynačudovať. Toľká úroda! A vtedy pochopili, že ich otec hovoril pravdu. Vo vinici bol skutočne ukrytý poklad."
227;1;P;Teliatko zazrelo ježka a pohrozilo mu: - Ja ta zjem! Ježko nevedel, že teliatko ježkom neublíži, zľakol sa, zvinul sa do klbka a prskol: - Len skús! Hlúpe teliatko zadupalo kopýtkami, zdvihlo chvost, rozkročilo sa prednými nôžkami, sklonilo hlavu a potom ježka oblizlo.. - Jaj. jaj. jaj! zajajkalo teliatko a s plačom utekalo k mamičke-kravičke: - Ježko mi zahryzol do jazyka! Krava zdvihla hlavu, zadumane sa na teliatko pozrela a opäť sa začala pást. A ježko sa vgúľal do tmavého brlôžka pod koreňmi starého stromu a svojej mamičke povedal: - Zvíťazil som nad strašným zvieraťom. Možno, že to bol aj lev! A chýr o ježkovej odvahe letel široko-ďaleko za modré jazero, za tmavý les.
